"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","batch_size","colorjitter","dropout","learning_rate","normalize","randomerasing","randomhorizontalflip","randomrotation","weight_decay","epoch","lr-AdamW","train_auroc","train_f1_macro","train_loss_epoch","train_loss_step","train_precision","train_recall","val_auroc","val_f1_macro","val_loss_epoch","val_loss_step","val_precision","val_recall"
"2025-03-29 16:05:58","","d431a13001104db0a54c43ce87618660","inquisitive-mule-5","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","RUNNING","64","0","0.1","0.001","0","0","0.5","None","0.0001","52","0.00040266666666666614","0.9985862970352173","0.9496844410896301","0.16138792037963867","0.11054135113954544","0.9496994018554688","0.9496999979019165","0.8582234382629395","0.46490833163261414","2.452009677886963","3.0373897552490234","0.4648502767086029","0.46810001134872437"
"2025-03-29 16:02:33","3.4min","9a58f57068d4447594a65da5dc838604","awesome-finch-89","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","0.5","None","0.0001","99","0.00046533333333333355","0.9993961453437805","0.9662886261940002","0.09815960377454758","0.3430670499801636","0.9663142561912537","0.9663000106811523","0.8552762866020203","0.446627140045166","3.120100975036621","4.639405727386475","0.4551853537559509","0.45350003242492676"
"2025-03-29 15:53:48","3.4min","fcb1243d5ac34d769e3f8025df71bcb9","powerful-crab-417","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","None","20","0.0001","99","0.00046533333333333355","0.9926538467407227","0.8756389617919922","0.35365474224090576","0.2322244644165039","0.8757877349853516","0.8755999803543091","0.8699972033500671","0.4705483913421631","2.134380340576172","2.3115663528442383","0.4801724851131439","0.47440004348754883"
"2025-03-29 15:50:17","3.5min","3cb840e77484421893552200096109e8","loud-grub-788","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","None","20","0.0001","99","0.00046533333333333355","0.9932646155357361","0.8848452568054199","0.33686205744743347","1.6024160385131836","0.8848682045936584","0.8848999738693237","0.872619092464447","0.48773425817489624","2.0799190998077393","3.4290647506713867","0.4931279420852661","0.4880000054836273"
"2025-03-29 15:46:48","3.5min","3a90381ac0ba4dbd901cdd6c507ab4a6","stately-hound-279","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","None","20","0.0001","99","0.00046533333333333355","0.9925811886787415","0.8754578828811646","0.35553866624832153","0.4445285201072693","0.8754655122756958","0.8756000399589539","0.8741151690483093","0.48932725191116333","2.041574239730835","2.7798068523406982","0.4905555248260498","0.492000013589859"
"2025-03-29 15:43:21","3.5min","fc67037fc0b2449391116ec16bddabdd","vaunted-tern-800","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","None","20","0.0001","99","0.00046533333333333355","0.9928244948387146","0.8770930767059326","0.3478493094444275","0.4576098322868347","0.8771595358848572","0.8770999908447266","0.8737887740135193","0.4833373427391052","2.057330369949341","2.458406448364258","0.48582983016967773","0.48330000042915344"
"2025-03-29 15:40:03","3.3min","3573c8f3e89b4d9fae3b07cc5aa2d44c","glamorous-hen-523","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","None","20","0.0001","99","0.00046533333333333355","0.9923481345176697","0.8749719858169556","0.3623426854610443","0.8994846343994141","0.8749997615814209","0.875","0.8738012313842773","0.4848591089248657","2.044560194015503","2.7894277572631836","0.4901723861694336","0.4859999716281891"
"2025-03-29 15:36:35","3.5min","224933105d7a4ff0b67e5dbf1793fe8c","angry-wasp-638","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","None","20","0.0001","99","0.00046533333333333355","0.9926290512084961","0.8745417594909668","0.35220181941986084","0.5664297342300415","0.8745505809783936","0.8746000528335571","0.8705655336380005","0.47378551959991455","2.1289172172546387","2.732814311981201","0.48400479555130005","0.4759000241756439"
"2025-03-29 15:33:07","3.5min","07c8b6a6cb5b439683e7dffcbc0a2ef1","useful-bee-591","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","None","20","0.0001","99","0.00046533333333333355","0.992468535900116","0.8760066628456116","0.3555983603000641","0.5275418758392334","0.8760190010070801","0.8760999441146851","0.8763778805732727","0.4958392083644867","1.9973863363265991","2.788957118988037","0.5012813210487366","0.49540001153945923"
"2025-03-29 15:29:44","3.4min","e9846256a2a54c4fa0b83432bd9b7c2f","whimsical-foal-580","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","None","20","0.0001","99","0.00046533333333333355","0.992243230342865","0.8715039491653442","0.3614681363105774","0.18578621745109558","0.8714830875396729","0.8715999722480774","0.875173032283783","0.48773130774497986","1.9818295240402222","3.257575035095215","0.49134397506713867","0.4884999990463257"
"2025-03-29 15:26:14","3.5min","76fa4ab17dc14da792f70c69cd3b00c6","inquisitive-mule-5","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","None","20","0.0001","99","0.00046533333333333355","0.9927203059196472","0.881885290145874","0.3475693166255951","0.48376041650772095","0.8818992376327515","0.8819000124931335","0.8714381456375122","0.4801625609397888","2.0897533893585205","2.8205041885375977","0.48282548785209656","0.4812000095844269"
"2025-03-29 15:22:45","3.5min","e633f0fd9cf145f9adb28bda570d8497","awesome-finch-89","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","None","20","0.0001","99","0.00046533333333333355","0.9926242828369141","0.8763980269432068","0.35222727060317993","0.7045010328292847","0.8764821290969849","0.8763999938964844","0.8756498694419861","0.49338486790657043","2.0203769207000732","2.799409866333008","0.49704062938690186","0.4926000237464905"
"2025-03-29 15:17:36","3.3min","a0fcf8a5787541ea9a3c28cf992cabf6","powerful-crab-417","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","None","10","0.0001","99","0.00046533333333333355","0.9980605244636536","0.9393112063407898","0.18068890273571014","0.13181757926940918","0.9393875598907471","0.939300000667572","0.8669766783714294","0.4828175902366638","2.386551856994629","3.4709386825561523","0.48583608865737915","0.4830999970436096"
"2025-03-29 15:14:15","3.4min","edf1714976c94c408fe3ca796fa2b97a","loud-grub-788","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","None","10","0.0001","99","0.00046533333333333355","0.9982804656028748","0.9468833208084106","0.16397476196289062","1.2315685749053955","0.9468997120857239","0.9469000101089478","0.8676657676696777","0.4787971079349518","2.415390729904175","4.965473175048828","0.482643187046051","0.4787999987602234"
"2025-03-29 15:10:42","3.5min","d35024900404441aa3531f2c6a3c9d3e","stately-hound-279","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","None","10","0.0001","99","0.00046533333333333355","0.9983155131340027","0.9435839653015137","0.16830624639987946","0.12657088041305542","0.9436019659042358","0.943600058555603","0.8666452765464783","0.4798712432384491","2.5230178833007812","4.504032135009766","0.48860636353492737","0.47840002179145813"
"2025-03-29 15:07:03","3.7min","4ab4a3426edd4c738511d975a40af5c2","vaunted-tern-800","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","None","10","0.0001","99","0.00046533333333333355","0.9980627298355103","0.939315140247345","0.17661724984645844","0.2775129973888397","0.9393764734268188","0.9392999410629272","0.8627150654792786","0.45993953943252563","2.504241704940796","3.119978189468384","0.46252983808517456","0.46230000257492065"
"2025-03-29 15:03:24","3.7min","42bbcf8ecfbc4a12a84c7da529d5cc55","glamorous-hen-523","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","None","10","0.0001","99","0.00046533333333333355","0.9980621337890625","0.942966103553772","0.17576129734516144","0.6703281998634338","0.9429695010185242","0.9430000185966492","0.8658919334411621","0.4820147156715393","2.440810441970825","3.269108772277832","0.4853254556655884","0.48410001397132874"
"2025-03-29 14:59:44","3.7min","93c31facbf5f423c81163a6d932b18a5","angry-wasp-638","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","None","10","0.0001","99","0.00046533333333333355","0.997931957244873","0.9381154775619507","0.18238307535648346","0.20909059047698975","0.9381712079048157","0.9380999803543091","0.8670253753662109","0.4780750274658203","2.4899849891662598","3.6669182777404785","0.48788413405418396","0.4770999848842621"
"2025-03-29 14:56:06","3.6min","21d014dc24774c7e883cb93588dda2b6","useful-bee-591","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","None","10","0.0001","99","0.00046533333333333355","0.9978824853897095","0.936009407043457","0.18559326231479645","0.07511362433433533","0.9360553622245789","0.9359999895095825","0.8720151782035828","0.48326748609542847","2.475985288619995","3.976569652557373","0.4826016426086426","0.49080002307891846"
"2025-03-29 14:52:25","3.7min","7c07e10eb6df4d2b851e2f8863b300f2","whimsical-foal-580","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","None","10","0.0001","99","0.00046533333333333355","0.9980055093765259","0.9389593005180359","0.17855839431285858","0.16175022721290588","0.9389649033546448","0.9390000104904175","0.8670733571052551","0.47421717643737793","2.38959002494812","4.114571571350098","0.4802505373954773","0.4718000292778015"
"2025-03-29 14:48:19","4.1min","5bb882c607f84345be57c66eff926ee2","inquisitive-mule-5","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","None","10","0.0001","99","0.00046533333333333355","0.9982761740684509","0.9434937238693237","0.16785554587841034","0.03723476827144623","0.9435118436813354","0.9435000419616699","0.8663875460624695","0.4704497456550598","2.525444269180298","2.9871039390563965","0.4797528386116028","0.47189998626708984"
"2025-03-29 14:44:19","4.0min","c108ced02d1444f7bf560214fcf98e56","awesome-finch-89","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","0","None","10","0.0001","99","0.00046533333333333355","0.9977551698684692","0.9345845580101013","0.19031663239002228","0.6610727906227112","0.9346027374267578","0.9345999956130981","0.8677114844322205","0.47912660241127014","2.445413112640381","3.095602035522461","0.4841729700565338","0.4805999994277954"
"2025-03-29 14:38:37","4.0min","d34ba62c6f844aef862924571539e6bd","powerful-crab-417","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","1","0.1","0.001","0","0","None","None","0.0001","99","0.00046533333333333355","0.9998733401298523","0.9869000315666199","0.04249097406864166","0.33520835638046265","0.9869062304496765","0.9869000315666199","0.8254737854003906","0.415497362613678","3.7426795959472656","4.475599765777588","0.41997504234313965","0.41830000281333923"
"2025-03-29 14:34:26","4.2min","024fe9884a454241a08081bee1ee45ae","loud-grub-788","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","1","0.1","0.001","0","0","None","None","0.0001","99","0.00046533333333333355","0.99981689453125","0.9848049283027649","0.04786992818117142","0.1793462336063385","0.9848169684410095","0.9847999811172485","0.8348142504692078","0.4231662154197693","3.651942491531372","4.956494331359863","0.423143208026886","0.4293999671936035"
"2025-03-29 14:30:39","3.8min","b6ef113bb6114ec793ff4b57c12682bb","stately-hound-279","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","1","0.1","0.001","0","0","None","None","0.0001","99","0.00046533333333333355","0.9999223947525024","0.9894989728927612","0.035976897925138474","0.01065603643655777","0.9895045757293701","0.9894999861717224","0.8286545872688293","0.4209192097187042","3.8637311458587646","5.874092102050781","0.43082836270332336","0.42180001735687256"
"2025-03-29 14:26:53","3.8min","b35021d0b8994605ace2e470609225e2","vaunted-tern-800","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","1","0.1","0.001","0","0","None","None","0.0001","99","0.00046533333333333355","0.9998330473899841","0.9852995872497559","0.048474203795194626","0.1818801760673523","0.9853057861328125","0.9853000044822693","0.830089271068573","0.42327260971069336","3.78847074508667","4.003462314605713","0.43312931060791016","0.42820000648498535"
"2025-03-29 14:23:07","3.8min","05b9ce1e813745b283f2b6100079481a","glamorous-hen-523","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","1","0.1","0.001","0","0","None","None","0.0001","99","0.00046533333333333355","0.9999290704727173","0.9893995523452759","0.033926527947187424","0.07148630917072296","0.9894084334373474","0.9893999695777893","0.8283374905586243","0.4271271824836731","3.911919116973877","2.5141167640686035","0.4321172535419464","0.42829999327659607"
"2025-03-29 14:19:19","3.8min","73d03a14cf594be884cb736bad053575","angry-wasp-638","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","1","0.1","0.001","0","0","None","None","0.0001","99","0.00046533333333333355","0.9998354911804199","0.9853074550628662","0.04833608120679855","0.14601382613182068","0.9853221774101257","0.9853000044822693","0.8247713446617126","0.41772156953811646","4.028543949127197","4.456905841827393","0.42958763241767883","0.4178999960422516"
"2025-03-29 14:15:27","3.9min","f03c9dbf24034892b7eea52bb3a094fb","useful-bee-591","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","1","0.1","0.001","0","0","None","None","0.0001","99","0.00046533333333333355","0.9998326301574707","0.9847985506057739","0.04719168320298195","0.024584032595157623","0.9847995042800903","0.9847999811172485","0.8349124193191528","0.43569833040237427","3.7673370838165283","4.013388633728027","0.439910352230072","0.436599999666214"
"2025-03-29 14:11:38","3.8min","f27ced0961ee434e8c8598fa3dc339e7","whimsical-foal-580","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","1","0.1","0.001","0","0","None","None","0.0001","99","0.00046533333333333355","0.999839723110199","0.9847022891044617","0.04805229604244232","0.0024902597069740295","0.984714925289154","0.9847000241279602","0.8294248580932617","0.4087388515472412","3.853489398956299","2.7439651489257812","0.4251479208469391","0.41370001435279846"
"2025-03-29 14:07:51","3.8min","6226221f4c124276930fb6f2e423a08e","inquisitive-mule-5","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","1","0.1","0.001","0","0","None","None","0.0001","99","0.00046533333333333355","0.9998599290847778","0.9839979410171509","0.048587724566459656","0.047696515917778015","0.9840051531791687","0.9839999675750732","0.8291282653808594","0.4245302379131317","3.847618818283081","3.5974326133728027","0.4280838966369629","0.42739999294281006"
"2025-03-29 14:04:01","3.8min","7ecfe86a488d4486a07005fbef7e6456","awesome-finch-89","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","1","0.1","0.001","0","0","None","None","0.0001","99","0.00046533333333333355","0.999890923500061","0.9862983226776123","0.04325420781970024","0.06192625313997269","0.9863021969795227","0.986299991607666","0.8303918838500977","0.42643338441848755","3.6563656330108643","3.8329532146453857","0.4314945936203003","0.42980000376701355"
"2025-03-29 13:35:57","","7b4a4949ff054ee3a6ca928ab80a6f29","inquisitive-mule-5","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","RUNNING","64","1","0.1","0.001","0","0","None","None","0.0001","19","0.0003586666666666668","0.9991337060928345","0.9623355865478516","0.1715196818113327","0.12009744346141815","0.9624494314193726","0.9622999429702759","0.840499222278595","0.4221276342868805","2.1813809871673584","2.578451156616211","0.43149030208587646","0.4301000237464905"
"2025-03-29 13:32:24","3.5min","a3ff75d7e1144a9eb8a92a5c28ca287c","awesome-finch-89","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","1","0.1","0.001","0","0","None","None","0.0001","99","0.00046533333333333355","0.999890923500061","0.9862983226776123","0.04325420781970024","0.06192625313997269","0.9863021969795227","0.986299991607666","0.8303918838500977","0.42643338441848755","3.6563656330108643","3.8329532146453857","0.4314945936203003","0.42980000376701355"
"2025-03-29 13:29:06","3.3min","9638c2689bbf432bb84af9c56baf7ed7","powerful-crab-417","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","1","None","None","0.0001","99","0.00046533333333333355","0.9997861981391907","0.9831968545913696","0.05437059327960014","0.0063643306493759155","0.9832034111022949","0.9832000136375427","0.8403604626655579","0.43873411417007446","3.3640284538269043","6.363738536834717","0.4394335448741913","0.4413999915122986"
"2025-03-29 13:25:48","3.3min","6e905459850c48e8b830a32e76818315","loud-grub-788","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","1","None","None","0.0001","99","0.00046533333333333355","0.9998658299446106","0.9862998723983765","0.045617204159498215","0.32398757338523865","0.9863182306289673","0.986299991607666","0.8312578201293945","0.41811832785606384","3.655543327331543","5.957307815551758","0.4173985719680786","0.4246000051498413"
"2025-03-29 13:22:29","3.3min","63abc0f16e1b438bb6f95e16e78344af","stately-hound-279","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","1","None","None","0.0001","99","0.00046533333333333355","0.999637246131897","0.9762030839920044","0.0733492523431778","0.023250766098499298","0.9762166142463684","0.9761999845504761","0.83919757604599","0.4380044937133789","3.3381707668304443","4.4444050788879395","0.4371311664581299","0.44189998507499695"
"2025-03-29 13:19:01","3.5min","7eec3499ed3e45758a124f78a5e416d9","vaunted-tern-800","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","1","None","None","0.0001","99","0.00046533333333333355","0.9998174905776978","0.9846975803375244","0.05050429701805115","0.011710405349731445","0.9847033023834229","0.9847000241279602","0.8409059643745422","0.4300413131713867","3.423980474472046","2.9008681774139404","0.4328526258468628","0.4339999854564667"
"2025-03-29 13:15:31","3.5min","5ec550403ae149528e287756d6dc43ae","glamorous-hen-523","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","1","None","None","0.0001","99","0.00046533333333333355","0.9998580813407898","0.9856046438217163","0.04805462807416916","0.3193301856517792","0.98561692237854","0.9855999946594238","0.842602550983429","0.44094669818878174","3.4288086891174316","4.176514625549316","0.4408024549484253","0.44419997930526733"
"2025-03-29 13:12:04","3.5min","a3fcac4f07ca41f49cf7ce45a0ae3fe5","angry-wasp-638","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","1","None","None","0.0001","99","0.00046533333333333355","0.999872624874115","0.9851939678192139","0.04520086571574211","0.23141174018383026","0.9851990938186646","0.985200047492981","0.8414308428764343","0.43656623363494873","3.5221195220947266","2.393204689025879","0.4375564455986023","0.44130000472068787"
"2025-03-29 13:08:37","3.4min","23ea5e0c66a24aa2abf31d369e904c21","useful-bee-591","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0","0.1","0.001","0","1","None","None","0.0001","99","0.00046533333333333355","0.9997988939285278","0.9856063723564148","0.04966949298977852","0.02232366055250168","0.9856213331222534","0.9856000542640686","0.8384944796562195","0.43053025007247925","3.6931562423706055","3.972382068634033","0.434183806180954","0.43810003995895386"
