"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","dropout","learning_rate","weight_decay","epoch","test_auroc","test_f1_macro","test_precision","test_recall","train_auroc","train_f1_macro","train_loss_epoch","train_loss_step","train_precision","train_recall","val_auroc","val_f1_macro","val_loss_epoch","val_loss_step","val_precision","val_recall"
"2025-03-21 07:48:45","2.7h","86cdefd68b934bcaba5f227b013c3fe4","abrasive-bug-738","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","0.2","0.01","0.01","20","0.9845312237739563","0.8299016952514648","0.8340285420417786","0.8300222754478455","0.9988684058189392","0.9554917812347412","0.1280919462442398","0.15652097761631012","0.9554890394210815","0.9555000066757202","0.9849026799201965","0.8308025598526001","0.6578633785247803","1.4771053791046143","0.8347313404083252","0.831000030040741"
