"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","batch_size","dropout","learning_rate","weight_decay","epoch","test_auroc","test_f1_macro","test_precision","test_recall","train_auroc","train_f1_macro","train_loss_epoch","train_loss_step","train_precision","train_recall","val_auroc","val_f1_macro","val_loss_epoch","val_loss_step","val_precision","val_recall"
"2025-03-22 17:25:41","8.9min","946a83104e5a499c9a04a1bd07b0c56b","fortunate-whale-965","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","64","0.2","0.01","0.001","5","0.8110043406486511","0.3092794716358185","0.34225529432296753","0.33291110396385193","0.8024105429649353","0.3251686692237854","1.779293179512024","1.6422080993652344","0.32317793369293213","0.3328666687011719","0.8129793405532837","0.3105010986328125","1.7628989219665527","1.984375","0.3445308208465576","0.33383333683013916"
"2025-03-22 17:21:48","2.9min","4be4c133eb4f4db1890832246120aa12","fortunate-whale-965","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FAILED","64","0.2","0.01","0.001","1","","","","","0.8724900484085083","0.4707432687282562","1.456127643585205","1.057847023010254","0.46943730115890503","0.4735333323478699","0.9030319452285767","0.5305057168006897","1.296804666519165","1.0375785827636719","0.5439386367797852","0.5354889035224915"
