"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","batch_size","dropout","learning_rate","weight_decay","epoch","test_auroc","test_f1_macro","test_precision","test_recall","train_auroc","train_f1_macro","train_loss_epoch","train_loss_step","train_precision","train_recall","val_auroc","val_f1_macro","val_loss_epoch","val_loss_step","val_precision","val_recall"
"2025-03-21 14:44:21","5.1min","1b83c43c9a6e4571977b26557fd0138b","persistent-horse-631","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FINISHED","512","0.2","0.1","0.001","20","0.909548282623291","0.5702996850013733","0.5794668197631836","0.5667333602905273","0.9929490089416504","0.8774462938308716","0.335767537355423","0.3639514744281769","0.8774843811988831","0.8774222731590271","0.9099494814872742","0.568800687789917","1.7558913230895996","2.12117075920105","0.5783265233039856","0.565000057220459"
"2025-03-21 14:43:52","450ms","899f7d0e14c4439fb65e705e2178c492","loud-mare-198","LOCAL","c:\Users\SPCX\Desktop\github-repositories\dl-cnn\.venv\Lib\site-packages\ipykernel_launcher.py","SPCX","FAILED","","","","","","","","","","","","","","","","","","","","",""
